['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.005    0.005 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        4    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:421(checkdep_ps_distiller)
      145    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
      145    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:426(IgnoredKeywordWarning)
        2    0.000    0.000    0.017    0.008 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 __init__.py:464(StringVar)
        1    0.000    0.000    0.000    0.000 __init__.py:467(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        7    0.000    0.000    0.000    0.000 __init__.py:485(_get_home)
        1    0.000    0.000    0.000    0.000 __init__.py:486(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:491(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:504(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:509(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:518(_get_xdg_config_dir)
     1172    0.001    0.000    0.001    0.000 __init__.py:518(iterable)
        4    0.000    0.000    0.000    0.000 __init__.py:52(get_projection_class)
        1    0.000    0.000    0.000    0.000 __init__.py:528(BooleanVar)
        2    0.000    0.000    0.000    0.000 __init__.py:532(_get_xdg_cache_dir)
        3    0.000    0.000    0.001    0.000 __init__.py:546(_get_config_or_cache_dir)
        1    0.000    0.000    1.281    1.281 __init__.py:555(mainloop)
        1    0.000    0.000    0.000    0.000 __init__.py:571(Misc)
       13    0.000    0.000    0.000    0.000 __init__.py:581(destroy)
        1    0.000    0.000    0.000    0.000 __init__.py:583(_get_configdir)
     1426    0.001    0.000    0.008    0.000 __init__.py:584(is_numlike)
        1    0.000    0.000    0.000    0.000 __init__.py:591(deletecommand)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        2    0.000    0.000    0.001    0.000 __init__.py:607(_get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:619(_decode_filesystem_path)
       45    0.000    0.000    0.000    0.000 __init__.py:623(_string_to_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:626(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        3    0.000    0.000    0.000    0.000 __init__.py:669(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:67(converter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(focus_set)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        4    0.000    0.000    0.000    0.000 __init__.py:68(process_projection_requirements)
        2    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:694(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:695(Sorter)
        2    0.000    0.000    0.138    0.069 __init__.py:7(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:724(gen_candidates)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:732(after)
        1    0.000    0.000    0.000    0.000 __init__.py:743(Xlator)
        1    0.000    0.000    0.069    0.069 __init__.py:743(callit)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:754(after_idle)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:772(RcParams)
      291    0.000    0.000    0.000    0.000 __init__.py:781(<genexpr>)
       28    0.000    0.000    0.004    0.000 __init__.py:792(__init__)
     1487    0.001    0.000    0.012    0.000 __init__.py:795(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:798(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:805(Null)
    22582    0.012    0.000    0.012    0.000 __init__.py:825(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:838(mkdirs)
        1    0.000    0.000    0.000    0.000 __init__.py:857(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(tostr)
        5    0.000    0.000    0.000    0.000 __init__.py:863(__iter__)
        1    0.000    0.000    0.003    0.003 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:888(RingBuffer)
        1    0.000    0.000    0.004    0.004 __init__.py:888(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:895(__Full)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
       26    0.000    0.000    0.000    0.000 __init__.py:908(is_url)
       52    0.001    0.000    0.003    0.000 __init__.py:919(_open_file_or_url)
       38    0.000    0.000    0.000    0.000 __init__.py:93(_cnfmerge)
        1    0.000    0.000    0.000    0.000 __init__.py:93(todatetime)
       26    0.003    0.000    0.017    0.001 __init__.py:937(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
      203    0.000    0.000    0.003    0.000 __init__.py:971(dedent)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 _animation_data.py:146(<module>)
        1    0.000    0.000    0.035    0.035 _axes.py:1(<module>)
        8    0.000    0.000    0.010    0.001 _axes.py:1230(plot)
        4    0.000    0.000    0.000    0.000 _axes.py:137(set_title)
        4    0.000    0.000    0.000    0.000 _axes.py:199(set_xlabel)
        4    0.000    0.000    0.000    0.000 _axes.py:230(set_ylabel)
        1    0.000    0.000    0.005    0.005 _axes.py:93(Axes)
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _backports.py:109(broadcast_to)
        2    0.000    0.000    0.000    0.000 _backports.py:74(_maybe_view_as_subclass)
        2    0.000    0.000    0.000    0.000 _backports.py:88(_broadcast_to)
        4    0.000    0.000    0.000    0.000 _backports.py:93(<genexpr>)
        1    0.000    0.000    0.003    0.003 _base.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _base.py:1245(get_aspect)
        8    0.000    0.000    0.000    0.000 _base.py:1248(set_aspect)
        4    0.000    0.000    0.000    0.000 _base.py:1320(set_anchor)
       10    0.000    0.000    0.000    0.000 _base.py:1377(apply_aspect)
        1    0.000    0.000    0.000    0.000 _base.py:142(_process_plot_var_args)
        4    0.000    0.000    0.005    0.001 _base.py:1513(axis)
        8    0.000    0.000    0.000    0.000 _base.py:154(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:167(set_prop_cycle)
        2    0.000    0.000    0.000    0.000 _base.py:1699(has_data)
        8    0.000    0.000    0.003    0.000 _base.py:1768(add_line)
        8    0.000    0.000    0.000    0.000 _base.py:177(__call__)
        8    0.000    0.000    0.001    0.000 _base.py:1797(_update_line_limits)
       37    0.000    0.000    0.001    0.000 _base.py:1980(_process_unit_info)
      884    0.001    0.000    0.186    0.000 _base.py:2019(in_axes)
        8    0.000    0.000    0.000    0.000 _base.py:2044(set_autoscale_on)
       12    0.000    0.000    0.000    0.000 _base.py:2084(use_sticky_edges)
        8    0.000    0.000    0.000    0.000 _base.py:214(_xy_from_xy)
       12    0.000    0.000    0.008    0.001 _base.py:2254(autoscale_view)
       12    0.000    0.000    0.000    0.000 _base.py:2278(<listcomp>)
       12    0.000    0.000    0.000    0.000 _base.py:2279(<listcomp>)
       12    0.000    0.000    0.000    0.000 _base.py:2280(<listcomp>)
       24    0.000    0.000    0.007    0.000 _base.py:2288(handle_single_axis)
       24    0.000    0.000    0.000    0.000 _base.py:2295(<listcomp>)
       24    0.000    0.000    0.000    0.000 _base.py:2297(<listcomp>)
       24    0.000    0.000    0.000    0.000 _base.py:2301(<listcomp>)
       24    0.000    0.000    0.000    0.000 _base.py:2304(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2353(_get_axis_list)
        8    0.000    0.000    0.128    0.016 _base.py:2358(draw)
        8    0.000    0.000    0.000    0.000 _base.py:2410(<listcomp>)
        9    0.000    0.000    0.000    0.000 _base.py:2512(grid)
        8    0.000    0.000    0.000    0.000 _base.py:254(_getdefaults)
        8    0.000    0.000    0.000    0.000 _base.py:2681(tick_params)
       16    0.000    0.000    0.000    0.000 _base.py:273(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:2768(set_axis_off)
        3    0.000    0.000    0.000    0.000 _base.py:2773(set_axis_on)
       18    0.000    0.000    0.000    0.000 _base.py:2798(xaxis_inverted)
       18    0.000    0.000    0.000    0.000 _base.py:2803(get_xbound)
       18    0.000    0.000    0.002    0.000 _base.py:2811(set_xbound)
        8    0.000    0.000    0.000    0.000 _base.py:284(_setdefaults)
       45    0.000    0.000    0.000    0.000 _base.py:2842(get_xlim)
      106    0.000    0.000    0.001    0.000 _base.py:2860(_validate_converted_limits)
       16    0.000    0.000    0.001    0.000 _base.py:2879(set_xlim)
       16    0.000    0.000    0.000    0.000 _base.py:292(<genexpr>)
        8    0.000    0.000    0.001    0.000 _base.py:296(_makeline)
       38    0.000    0.000    0.000    0.000 _base.py:2987(get_xscale)
       18    0.000    0.000    0.000    0.000 _base.py:3143(yaxis_inverted)
       18    0.000    0.000    0.000    0.000 _base.py:3148(get_ybound)
       18    0.000    0.000    0.001    0.000 _base.py:3156(set_ybound)
       45    0.000    0.000    0.000    0.000 _base.py:3186(get_ylim)
       16    0.000    0.000    0.001    0.000 _base.py:3204(set_ylim)
       38    0.000    0.000    0.000    0.000 _base.py:3312(get_yscale)
       80    0.000    0.000    0.001    0.000 _base.py:3484(format_xdata)
       80    0.000    0.000    0.000    0.000 _base.py:3497(format_ydata)
       80    0.000    0.000    0.001    0.000 _base.py:3510(format_coord)
        8    0.000    0.000    0.002    0.000 _base.py:353(_plot_args)
       80    0.000    0.000    0.000    0.000 _base.py:3555(get_navigate)
        4    0.000    0.000    0.000    0.000 _base.py:3561(set_navigate)
        4    0.000    0.000    0.000    0.000 _base.py:3580(set_navigate_mode)
        4    0.000    0.000    0.000    0.000 _base.py:3590(_get_view)
       24    0.000    0.000    0.000    0.000 _base.py:366(<genexpr>)
       20    0.000    0.000    0.000    0.000 _base.py:3926(get_children)
       16    0.000    0.000    0.002    0.000 _base.py:398(_grab_next_args)
        1    0.000    0.000    0.000    0.000 _base.py:408(_AxesBase)
        4    0.000    0.000    0.105    0.026 _base.py:420(__init__)
        4    0.000    0.000    0.000    0.000 _base.py:481(<listcomp>)
        3    0.000    0.000    0.030    0.010 _base.py:608(_init_axis)
        4    0.000    0.000    0.000    0.000 _base.py:618(set_figure)
        4    0.000    0.000    0.000    0.000 _base.py:641(_set_lim_and_transforms)
  997/485    0.001    0.000    0.010    0.000 _base.py:681(get_xaxis_transform)
      109    0.000    0.000    0.002    0.000 _base.py:706(get_xaxis_text1_transform)
      109    0.000    0.000    0.002    0.000 _base.py:734(get_xaxis_text2_transform)
  624/280    0.000    0.000    0.009    0.000 _base.py:761(get_yaxis_transform)
       68    0.000    0.000    0.001    0.000 _base.py:786(get_yaxis_text1_transform)
       68    0.000    0.000    0.002    0.000 _base.py:813(get_yaxis_text2_transform)
        7    0.000    0.000    0.001    0.000 _base.py:841(_update_transScale)
       18    0.000    0.000    0.000    0.000 _base.py:852(get_position)
       10    0.000    0.000    0.000    0.000 _base.py:859(set_position)
        4    0.000    0.000    0.000    0.000 _base.py:897(set_axes_locator)
       10    0.000    0.000    0.000    0.000 _base.py:914(get_axes_locator)
       35    0.000    0.000    0.001    0.000 _base.py:920(_set_artist_props)
        4    0.000    0.000    0.000    0.000 _base.py:930(_gen_axes_patch)
        4    0.000    0.000    0.002    0.001 _base.py:946(_gen_axes_spines)
        4    0.000    0.000    0.061    0.015 _base.py:966(cla)
       27    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        3    0.000    0.000    0.000    0.000 _cm.py:100(get_color_function)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        3    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
        1    0.000    0.000    0.000    0.000 _cm.py:61(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       71    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       30    0.000    0.000    0.004    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _common.py:233(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:98(_validate_fromutc_inputs)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _datasource.py:136(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:339(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
